Datos que encuentra el metodo de Euler(variable ind.	 variable dep.	 numero de thread)
0.038453	 0.822520 	 
0.038516	 0.822582 	 
0.038579	 0.822643 	 
0.038642	 0.822705 	 
0.038704	 0.822766 	 
0.038767	 0.822828 	 
0.038830	 0.822889 	 
0.038893	 0.822951 	 
0.038956	 0.823012 	 
0.039019	 0.823074 	 
0.039081	 0.823135 	 
0.039144	 0.823197 	 
0.039207	 0.823258 	 
0.039270	 0.823320 	 
0.039333	 0.823381 	 
0.039396	 0.823443 	 
0.039458	 0.823505 	 
0.039521	 0.823566 	 
0.039584	 0.823628 	 
0.039647	 0.823689 	 
0.039710	 0.823751 	 
0.039773	 0.823812 	 
0.039835	 0.823874 	 
0.039898	 0.823935 	 
0.039961	 0.823997 	 
0.040024	 0.824059 	 
0.040087	 0.824120 	 
0.040150	 0.824182 	 
0.040212	 0.824243 	 
0.040275	 0.824305 	 
0.040338	 0.824367 	 
0.040401	 0.824428 	 
0.040464	 0.824490 	 
0.040527	 0.824551 	 
0.040589	 0.824613 	 
0.040652	 0.824675 	 
0.040715	 0.824736 	 
0.040778	 0.824798 	 
0.040841	 0.824859 	 
0.040904	 0.824921 	 
0.040966	 0.824983 	 
0.041029	 0.825044 	 
0.041092	 0.825106 	 
0.041155	 0.825167 	 
0.041218	 0.825229 	 
0.041281	 0.825291 	 
0.041343	 0.825352 	 
0.041406	 0.825414 	 
0.041469	 0.825476 	 
0.041532	 0.825537 	 
0.041595	 0.825599 	 
0.041658	 0.825661 	 
0.041720	 0.825722 	 
0.041783	 0.825784 	 
0.041846	 0.825845 	 
0.041909	 0.825907 	 
0.041972	 0.825969 	 
0.042035	 0.826030 	 
0.042097	 0.826092 	 
0.042160	 0.826154 	 
0.042223	 0.826215 	 
0.042286	 0.826277 	 
0.042349	 0.826339 	 
0.042412	 0.826400 	 
0.042474	 0.826462 	 
0.042537	 0.826524 	 
0.042600	 0.826585 	 
0.042663	 0.826647 	 
0.042726	 0.826709 	 
0.042788	 0.826771 	 
0.042851	 0.826832 	 
0.042914	 0.826894 	 
0.042977	 0.826956 	 
0.043040	 0.827017 	 
0.043103	 0.827079 	 
0.043165	 0.827141 	 
0.043228	 0.827202 	 
0.043291	 0.827264 	 
0.043354	 0.827326 	 
0.043417	 0.827388 	 
0.043480	 0.827449 	 
0.043542	 0.827511 	 
0.043605	 0.827573 	 
0.043668	 0.827635 	 
0.043731	 0.827696 	 
0.043794	 0.827758 	 
0.043857	 0.827820 	 
0.043919	 0.827881 	 
0.043982	 0.827943 	 
0.044045	 0.828005 	 
0.044108	 0.828067 	 
0.044171	 0.828128 	 
0.044234	 0.828190 	 
0.044296	 0.828252 	 
0.044359	 0.828314 	 
0.044422	 0.828375 	 
0.044485	 0.828437 	 
0.044548	 0.828499 	 
0.044611	 0.828561 	 
0.044673	 0.828622 	 
0.044736	 0.828684 	 
0.044799	 0.828746 	 
0.044862	 0.828808 	 
0.044925	 0.828870 	 
0.044988	 0.828931 	 
0.045050	 0.828993 	 
0.045113	 0.829055 	 
0.045176	 0.829117 	 
0.045239	 0.829179 	 
0.045302	 0.829240 	 
0.045365	 0.829302 	 
0.045427	 0.829364 	 
0.045490	 0.829426 	 
0.045553	 0.829488 	 
0.045616	 0.829549 	 
0.045679	 0.829611 	 
0.045742	 0.829673 	 
0.045804	 0.829735 	 
0.045867	 0.829797 	 
0.045930	 0.829858 	 
0.045993	 0.829920 	 
0.046056	 0.829982 	 
0.046119	 0.830044 	 
0.046181	 0.830106 	 
0.046244	 0.830168 	 
0.046307	 0.830229 	 
0.046370	 0.830291 	 
0.046433	 0.830353 	 
